"vague","grappe","menage","s16aq02","s16a01a","s16aq03","s16a01b","s16aq05","s16aq07","s16aq08","s16aq09a","s16aq09b","s16aq10","s16aq12","s16aq13","s16aq14__0","s16aq14__1","s16aq14__2","s16aq14__3","s16aq14__4","s16aq14__5","s16aq14__6","s16aq14__7","s16aq14__8","s16aq14__9","s16aq14__10","s16aq15","s16aq16","s16aq16a","s16aq17","s16aq18","s16aq19","s16aq20","s16aq21","s16aq22","s16aq23","s16aq24a","s16aq24b","s16aq25","s16aq26","s16aq27","s16aq28","s16aq29a1","s16aq29a2","s16aq29b1","s16aq29b2","s16aq29c1","s16aq29c2","s16aq29d1","s16aq29d2","s16aq30","s16aq31a1","s16aq31a2","s16aq31b1","s16aq31b2","s16aq31c1","s16aq31c2","s16aq31d1","s16aq31d2","s16aq32","s16aq34","s16aq36","s16aq38","s16aq40","s16aq42","s16aq44","s16aq45","s16aq47","s16aq48","s16aq33a_1","s16aq33b_1","s16aq33a_2","s16aq33b_2","s16aq33a_3","s16aq33b_3","s16aq33a_4","s16aq33b_4","s16aq33a_5","s16aq33b_5","s16aq33a_6","s16aq33b_6","s16aq33a_7","s16aq33b_7","s16aq33a_8","s16aq33b_8","s16aq33a_9","s16aq33b_9","s16aq33a_10","s16aq33b_10","s16aq33a_11","s16aq33b_11","s16aq33a_12","s16aq33b_12","s16aq33a_13","s16aq33b_13","s16aq33a_14","s16aq33b_14","s16aq33a_15","s16aq33b_15","s16aq35a_1","s16aq35b_1","s16aq35a_2","s16aq35b_2","s16aq35a_3","s16aq35b_3","s16aq35a_4","s16aq35b_4","s16aq35a_5","s16aq35b_5","s16aq35a_6","s16aq35b_6","s16aq35a_7","s16aq35b_7","s16aq35a_8","s16aq35b_8","s16aq35a_9","s16aq35b_9","s16aq35a_10","s16aq35b_10","s16aq37a_1","s16aq37b_1","s16aq37a_2","s16aq37b_2","s16aq37a_3","s16aq37b_3","s16aq37a_4","s16aq37b_4","s16aq37a_5","s16aq37b_5","s16aq37a_6","s16aq37b_6","s16aq37a_7","s16aq37b_7","s16aq37a_8","s16aq37b_8","s16aq37a_9","s16aq37b_9","s16aq37a_10","s16aq37b_10","s16aq37a_11","s16aq37b_11","s16aq39a_1","s16aq39b_1","s16aq39c_1","s16aq39a_2","s16aq39b_2","s16aq39c_2","s16aq39a_3","s16aq39b_3","s16aq39c_3","s16aq39a_4","s16aq39b_4","s16aq39c_4","s16aq41a_1","s16aq41b_1","s16aq41c_1","s16aq41a_2","s16aq41b_2","s16aq41c_2","s16aq41a_3","s16aq41b_3","s16aq41c_3","s16aq41a_4","s16aq41b_4","s16aq41c_4","s16aq43a_1","s16aq43b_1","s16aq43c_1","s16aq43a_2","s16aq43b_2","s16aq43c_2","s16aq43a_3","s16aq43b_3","s16aq43c_3","s16aq43a_4","s16aq43b_4","s16aq43c_4","s16aq35a_11","s16aq35b_11","s16aq35a_12","s16aq35b_12","s16aq35a_13","s16aq35b_13","s16aq35a_14","s16aq35b_14","s16aq37a_12","s16aq37b_12","s16aq37a_13","s16aq37b_13","s16Aq00","s16aq04","s16aq06","s16aq11"
1,221,9,1,"GONA KOUSSA",1,"1",1,5,1,3,1,1,2,7,,,,,,,,,,,,1,2,,4,1,3,2,5,1,5,20,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,3.2685,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,2,12,8,12,,,,,,,,,,,,,,,1,10,2,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,10,1,"GOUJIYAYÉ",1,"1",1,2,8,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,15,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,2,1,0.8611,,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,15,,,,,,,,,,,,,,,,,1,10,2,10,,,,,,,,,,,,,,,,,,,1,2,1000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,10,2,"SOUROUKOU",1,"1",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,3.1236,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,2,40,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,11,1,"GONA MARKE'",1,"1",1,4,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,30,1,4,7,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,4.01924,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,221,12,1,"GONA NESSA",1,"1",1,3,1,5,1,1,2,7,,,,,,,,,,,,2,,,4,3,3,2,50,1,4,20,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,5.446,,1,5,2,2,6,2,7,2,8,6,9,2,,,,,,,,,,,,,,,,,,,1,30,2,3,6,3,7,3,8,3,9,3,,,,,,,,,1,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,1
2,222,1,1,"GONA AREWA",1,"PARCELLE 1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,10,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,1,1,0.288,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2400,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,2,1,"GONA GABASSE",1,"PARCELLE 1",1,2,1,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,25,1,4,5,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.6085,,1,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,7,4,,,,,,,,,,,,,,,,,1,3,2,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,3,1,"GONA  GABASSE",1,"PARCELLE 1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.3256,,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,4,60,,,,,,,,,,,,,,,,,1,14,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,5,1,"AREWA",1,"1",1,3,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,1,1,2.2457,,1,2,7,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,7,15,8,15,,,,,,,,,,,,,,,,,1,10,7,10,8,10,,,,,,,,,,,,,,,,,1,3,2500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,5,2,"GABASSE",1,"1",1,2,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,20,1,4,20,5,1,10,1,1,0,,1,3,0,,0,,2,,,,,,,,,1,1,1,2,2,2,1,1,2.1573,,1,6,7,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,1,10,7,14,8,14,,,,,,,,,,,,,,,1,14,7,14,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,6,1,"AREWA",1,"1",1,2,1,2,1,2,,,,,,,,,,,,,,,,,4,1,2,2,25,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,2,2,1,1,2.8193,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,1,2,1000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
2,222,7,2,"GOUSSOUME",1,"1",1,3,1,1.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,10,1,4,10,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,1,1,0.7254,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,2,2,5000,0,,,0,,,0,,,8,2,20000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,7,1,"GABASSE",1,"1",1,3,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,60,1,4,20,5,2,,2,,,,,,,,,,1,3,3,0,,0,,0,,1,1,1,1,1,2,1,1,1.9754,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,1,12,,,,,,,,,,,,,,,,,,,,,3,2,7500,0,,,0,,,0,,,4,6,15000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,9,1,"CHAMP DE IYATAWA",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,4,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,40,1,4,5,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,1,1,1.2405,,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,2,30,,,,,,,,,,,,,,,,,1,18,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,,,0,,,0,,,0,,,3,3,4500,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,222,10,2,"CHAMP GABASSE 2",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO",1,3,1,0.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,40,1,4,28,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.8829,,1,4,2,4,5,3,7,3,,,,,,,,,,,,,,,,,,,,,,,1,13,2,13,5,13,7,13,,,,,,,,,,,,,1,12,2,12,5,12,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,10,1,"CHAMP DE GABASSE 1",1,"PARCELLE DE MIL ET ARACHIDE",1,2,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,10,2,,,,2,,1,1,1,3,0,,0,,0,,2,,,,,,,,,1,1,1,2,2,2,1,1,1.0778,,1,5,2,3,5,3,7,3,,,,,,,,,,,,,,,,,,,,,,,1,15,2,12,5,12,7,12,,,,,,,,,,,,,1,9,2,9,5,9,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,11,3,"CHAMP DE AIRTSAMIA",1,"PARCELLE DE MIL, NIÉBÉ, SORGHO ET OSEILLE",2,4,1,1,1,1,1,5,1,,,,,,,,,,,2,,,4,1,3,2,28,1,4,30,5,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,1,1,1,2.2301,,1,3,2,3,3,2,4,3,6,3,9,3,,,,,,,,,,,,,,,,,,,1,7,2,7,3,7,4,7,6,7,9,7,,,,,,,,,1,5,2,5,3,5,4,5,6,5,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,,1
2,222,11,1,"CHAMP DE GUIDA",1,"PARCELLE DE MIL ET ARACHIDE",1,2,10,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,5,1,4,35,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.4564,,1,3,2,2,3,2,4,3,6,3,9,2,,,,,,,,,,,,,,,,,,,1,10,2,10,3,10,4,10,6,10,9,10,,,,,,,,,1,7,2,7,3,7,4,7,6,7,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,11,2,"CHAMP DE HAYAN KALGO",1,"PARCELLE DE MIL ET NIÉBÉ",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,2,20,1,4,27,6,2,,2,,,,,,,,,,1,1,4,0,,0,,0,,1,1,1,2,2,2,1,1,0.4392,,1,3,2,2,3,2,4,3,6,3,9,2,,,,,,,,,,,,,,,,,,,1,7,2,7,3,5,4,7,6,7,9,7,,,,,,,,,1,6,2,6,3,6,4,6,6,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,12,1,"CHAMP DE AREWA",1,"PARCELLE DE MIL NIÉBÉ ET SORGHO ET",1,3,1,1.5,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,1,120,1,3,30,6,1,10,1,3,1,3,0,,0,,0,,1,2,4,0,,0,,0,,1,1,1,1,1,1,1,1,1.3895,,1,2,2,2,6,2,8,2,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,8,3,,,,,,,,,,,,,,,2,5,6,5,8,5,,,,,,,,,,,,,,,,,1,3,3000,0,,,0,,,0,,,6,6,36000,0,,,0,,,0,,,4,2,8000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,222,12,1,"CHAMP DE AREWA",2,"PARCELLE DE MIL ET ARACHIDE",1,2,10,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,3,1,120,1,4,10,6,2,,1,1,0,,0,,0,,2,3,2,,,,,,,,,1,1,1,1,1,1,1,1,3.012,,1,5,2,2,6,2,8,2,,,,,,,,,,,,,,,,,,,,,,,6,5,8,2,,,,,,,,,,,,,,,,,1,6,2,6,6,6,8,6,,,,,,,,,,,,,,,2,3,6000,0,,,0,,,0,,,10,4,40000,0,,,0,,,0,,,7,4,28000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,222,14,2,"GONA GUIDA",1,"PARCELLE 1",1,2,1,3,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,2,20,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,2.1896,,1,2,2,2,3,2,5,2,,,,,,,,,,,,,,,,,,,,,,,1,5,3,12,4,11,,,,,,,,,,,,,,,1,2,2,5,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,222,14,1,"GONA DAWA",1,"PARCELLE 1",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,30,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.9369,,2,3,3,3,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,3,3,4,6,,,,,,,,,,,,,,,,,2,4,3,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,1,2,"GONAR GOUSSOUME",1,"1",1,3,1,1,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,2,5,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.24,,1,2,2,1,4,1,5,1,6,2,,,,,,,,,,,,,,,,,,,,,1,4,6,4,,,,,,,,,,,,,,,,,1,2,2,1,5,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,1,1,"GONAR GUIDA",1,"1",1,3,10,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,0,1,4,20,6,1,5,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.33,,1,7,2,2,4,2,5,2,6,7,,,,,,,,,,,,,,,,,,,,,1,30,6,30,,,,,,,,,,,,,,,,,1,20,4,3,5,2,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,2,1,"GONNA GUIDA",2,"2",1,4,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,1,10,2,1,20,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,0.7511,,1,20,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,10,,,,,,,,,,,,,,,,,1,15,2,15,,,,,,,,,,,,,,,,,,,1,3,1000,0,,,0,,,0,,,1,3,500,0,,,0,,,0,,,1,4,0,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,223,2,1,"GONNA GUIDA",1,"1",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,1,5,6,1,30,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,0.8123,,1,20,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,10,,,,,,,,,,,,,,,,,1,15,2,15,,,,,,,,,,,,,,,,,,,1,3,500,0,,,0,,,0,,,1,4,500,0,,,0,,,0,,,1,3,1000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
1,223,3,1,"gona GUIDA",1,"1",1,4,1,,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,0,1,4,20,6,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,2,2,1,,,1,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,2,7,6,7,,,,,,,,,,,,,,,1,37,2,21,5,21,6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,4500,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,4,1,"GONNA GUIDA",1,"1",1,4,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,4,20,6,1,10,2,,,,,,,,,,1,1,4,0,,0,,0,,1,1,1,2,2,2,2,1,0.8652,,1,4,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,4,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,4,1,"GONNA GUIDA",2,"2",1,2,1,2,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,4,10,6,1,15,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.6811,,1,7,2,7,7,7,8,7,9,10,10,10,,,,,,,,,,,,,,,,,,,1,4,8,10,9,10,10,20,,,,,,,,,,,,,1,4,2,10,6,10,7,10,8,10,9,10,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,5,1,"GONAR GUIDA",1,"1",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,0,2,,,,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.17,,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1
1,223,6,1,"GONNAN GUIDA",1,"1",1,4,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,1,20,6,1,20,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,1.0365,,1,10,2,10,3,10,4,20,5,10,6,10,7,20,,,,,,,,,,,,,,,,,1,15,4,20,6,7,7,20,,,,,,,,,,,,,1,7,2,10,3,10,4,20,5,3,6,7,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,8,1,"GONA GUIDA",1,"1",1,4,1,,,1,2,7,,,,,,,,,,,,2,,,4,1,2,3,0,2,,,,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,6,30,15,30,17,30,,,,,,,,,,,,,1,21,4,10,6,10,15,10,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,9,1,"GONAR GUIDA",1,"1",2,3,1,3,1,6,,,,,,,,,,,,,,,,,4,1,2,2,0,1,4,6,6,1,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,1,2,1,0.71,,1,3,2,2,7,2,8,2,,,,,,,,,,,,,,,,,,,,,,,1,14,8,14,,,,,,,,,,,,,,,,,1,15,2,14,7,2,8,15,,,,,,,,,,,,,,,3,6,0,3,2,0,0,,,3,2,0,14,2,0,0,,,0,,,0,,,2,15,0,3,10,0,0,,,3,10,0,,,,,,,,,,,,,1,1,,
1,223,10,1,"GONA AREWA",1,"1",2,6,1,,,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,0,1,4,15,5,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,1,1,2,1,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,4,10,,,,,,,,,,,,,,,,,1,40,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,20,32000,0,,,0,,,0,,,6,7,63000,5,7,16250,0,,,0,,,,,,,,,,,,,,,1,1,,1
1,223,11,1,"GONA AREWA",1,"1",1,4,1,3,1,1,1,7,,,,,,,,,,,,2,,,4,1,2,3,0,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,2.64231,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,5,,,,,,,,,,,,,,,,,1,15,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,12,1,"GONAR GUIDA",1,"1",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,0,1,4,2,6,1,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,2,1,0.72,,1,3,2,2,6,2,7,2,8,2,9,2,,,,,,,,,,,,,,,,,,,1,6,7,6,8,6,,,,,,,,,,,,,,,1,15,2,15,7,15,8,15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,14,1,"GONNA GUIDA",2,"2",1,3,2,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,2,5,6,1,20,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,2,1,0.6,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,1,3,750,0,,,0,,,0,,,1,10,1000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
1,223,14,1,"GONNA GUIDA",1,"1",1,3,1,1,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,1,0,1,2,5,6,1,30,2,,,,,,,,,,2,,,,,,,,,1,1,1,1,1,2,2,1,0.56,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,1,20,2,10,5,10,,,,,,,,,,,,,,,,,10,2,1000,0,,,0,,,0,,,10,2,2000,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
2,224,4,1,"GONA FARAM",1,"PARCELLE 1",1,3,1,1,1,3,,,,,,,,,,,,,,,,,4,1,2,2,40,1,5,30,6,2,,2,,,,,,,,,,2,,,,,,,,,1,1,1,2,2,2,1,1,0.6843,,1,3,2,3,3,3,5,3,6,3,,,,,,,,,,,,,,,,,,,,,1,11,5,11,6,11,,,,,,,,,,,,,,,1,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,
2,224,6,1,"GARIN MAIGARI",1,"1",1,2,1,2,1,2,,,,,,,,,,,,,,,,,4,1,2,2,180,2,,,,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,1,1,1,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5000,0,,,0,,,0,,,3,2,9000,0,,,0,,,0,,,2,4,12000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,224,8,1,"gounaka",1,"1",1,2,1,3,1,1,2,7,,,,,,,,,,,,2,,,4,1,2,2,45,1,1,15,5,2,,2,,,,,,,,,,2,,,,,,,,,2,2,2,1,1,1,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7500,0,,,0,,,0,,,4,5,25000,0,,,0,,,0,,,3,3,11250,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,1
2,224,9,1,"CHAMP DE GABASSE",1,"PARCELLE DE MIL NIÉBÉ",1,2,1,1.5,1,5,,,,,,,,,,,,,,,,,4,1,3,2,30,2,,,,2,,1,1,1,3,0,,0,,2,3,2,,,,,,,,,1,2,2,1,1,1,1,2,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2500,0,,,0,,,0,,,5,3,15000,0,,,0,,,0,,,3,3,9000,0,,,0,,,0,,,,,,,,,,,,,,,1,1,1,
2,224,9,1,"CHAMP DE GABASSE",2,"PARCELLE D'ARACHIDE ET MIL",1,2,10,1.5,1,5,,,,,,,,,,,,,,,,,4,1,3,2,30,2,,,,2,,1,1,0,,0,,0,,1,3,2,,,,,,,,,1,2,2,1,1,1,1,2,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,15000,0,,,0,,,0,,,2,15,30000,0,,,0,,,0,,,2,5,10000,3,3,9000,0,,,0,,,,,,,,,,,,,,,1,1,1,
